timestamp,SampleNro,Type,Sub,Chan,Num,Aux
2014-10-07 08:50:00.208,52,N,0,0,0
2014-10-07 08:50:00.820,205,N,0,0,0
2014-10-07 08:50:01.432,358,N,0,0,0
2014-10-07 08:50:02.040,510,N,0,0,0
2014-10-07 08:50:02.648,662,N,0,0,0
2014-10-07 08:50:03.260,815,N,0,0,0
2014-10-07 08:50:03.864,966,N,0,0,0
2014-10-07 08:50:04.480,1120,N,0,0,0
2014-10-07 08:50:05.092,1273,N,0,0,0
2014-10-07 08:50:05.700,1425,N,0,0,0
2014-10-07 08:50:06.308,1577,N,0,0,0
2014-10-07 08:50:06.912,1728,N,0,0,0
2014-10-07 08:50:07.524,1881,N,0,0,0
2014-10-07 08:50:08.128,2032,N,0,0,0
2014-10-07 08:50:08.740,2185,N,0,0,0
2014-10-07 08:50:09.348,2337,N,0,0,0
2014-10-07 08:50:09.952,2488,N,0,0,0
2014-10-07 08:50:10.564,2641,N,0,0,0
2014-10-07 08:50:11.168,2792,N,0,0,0
2014-10-07 08:50:11.772,2943,N,0,0,0
2014-10-07 08:50:12.376,3094,N,0,0,0
2014-10-07 08:50:12.984,3246,N,0,0,0
2014-10-07 08:50:13.592,3398,N,0,0,0
2014-10-07 08:50:14.204,3551,N,0,0,0
2014-10-07 08:50:14.816,3704,N,0,0,0
2014-10-07 08:50:15.416,3854,N,0,0,0
2014-10-07 08:50:16.028,4007,N,0,0,0
2014-10-07 08:50:16.636,4159,N,0,0,0
2014-10-07 08:50:17.244,4311,N,0,0,0
2014-10-07 08:50:17.852,4463,N,0,0,0
2014-10-07 08:50:18.464,4616,N,0,0,0
2014-10-07 08:50:19.072,4768,N,0,0,0
2014-10-07 08:50:19.676,4919,N,0,0,0
2014-10-07 08:50:20.288,5072,N,0,0,0
2014-10-07 08:50:20.892,5223,N,0,0,0
2014-10-07 08:50:21.504,5376,N,0,0,0
2014-10-07 08:50:22.120,5530,N,0,0,0
2014-10-07 08:50:22.720,5680,N,0,0,0
2014-10-07 08:50:23.320,5830,N,0,0,0
2014-10-07 08:50:23.932,5983,N,0,0,0
2014-10-07 08:50:24.544,6136,N,0,0,0
2014-10-07 08:50:25.136,6284,N,0,0,0
2014-10-07 08:50:25.748,6437,N,0,0,0
2014-10-07 08:50:26.352,6588,N,0,0,0
2014-10-07 08:50:26.952,6738,N,0,0,0
2014-10-07 08:50:27.556,6889,N,0,0,0
2014-10-07 08:50:28.160,7040,N,0,0,0
2014-10-07 08:50:28.772,7193,N,0,0,0
2014-10-07 08:50:29.372,7343,N,0,0,0
2014-10-07 08:50:29.976,7494,N,0,0,0
2014-10-07 08:50:30.576,7644,N,0,0,0
2014-10-07 08:50:31.180,7795,N,0,0,0
2014-10-07 08:50:31.788,7947,N,0,0,0
2014-10-07 08:50:32.388,8097,N,0,0,0
2014-10-07 08:50:32.996,8249,N,0,0,0
2014-10-07 08:50:33.604,8401,N,0,0,0
2014-10-07 08:50:34.208,8552,N,0,0,0
2014-10-07 08:50:34.808,8702,N,0,0,0
2014-10-07 08:50:35.412,8853,N,0,0,0
2014-10-07 08:50:36.016,9004,N,0,0,0
2014-10-07 08:50:36.620,9155,N,0,0,0
2014-10-07 08:50:37.220,9305,N,0,0,0
2014-10-07 08:50:37.828,9457,N,0,0,0
2014-10-07 08:50:38.428,9607,N,0,0,0
2014-10-07 08:50:39.036,9759,N,0,0,0
2014-10-07 08:50:39.640,9910,N,0,0,0
2014-10-07 08:50:40.256,10064,N,0,0,0
2014-10-07 08:50:40.856,10214,N,0,0,0
2014-10-07 08:50:41.460,10365,N,0,0,0
2014-10-07 08:50:42.068,10517,N,0,0,0
2014-10-07 08:50:42.676,10669,N,0,0,0
2014-10-07 08:50:43.284,10821,N,0,0,0
2014-10-07 08:50:43.884,10971,N,0,0,0
2014-10-07 08:50:44.488,11122,N,0,0,0
2014-10-07 08:50:45.100,11275,N,0,0,0
2014-10-07 08:50:45.708,11427,N,0,0,0
2014-10-07 08:50:46.316,11579,N,0,0,0
2014-10-07 08:50:46.924,11731,N,0,0,0
2014-10-07 08:50:47.532,11883,N,0,0,0
2014-10-07 08:50:48.144,12036,N,0,0,0
2014-10-07 08:50:48.748,12187,N,0,0,0
2014-10-07 08:50:49.344,12336,N,0,0,0
2014-10-07 08:50:49.960,12490,N,0,0,0
2014-10-07 08:50:50.568,12642,N,0,0,0
2014-10-07 08:50:51.176,12794,N,0,0,0
2014-10-07 08:50:51.784,12946,N,0,0,0
2014-10-07 08:50:52.392,13098,N,0,0,0
2014-10-07 08:50:52.988,13247,N,0,0,0
2014-10-07 08:50:53.596,13399,N,0,0,0
2014-10-07 08:50:54.204,13551,N,0,0,0
2014-10-07 08:50:54.804,13701,N,0,0,0
2014-10-07 08:50:55.412,13853,N,0,0,0
2014-10-07 08:50:56.012,14003,N,0,0,0
2014-10-07 08:50:56.620,14155,N,0,0,0
2014-10-07 08:50:57.236,14309,N,0,0,0
2014-10-07 08:50:57.828,14457,N,0,0,0
2014-10-07 08:50:58.432,14608,N,0,0,0
2014-10-07 08:50:59.040,14760,N,0,0,0
2014-10-07 08:50:59.648,14912,N,0,0,0
2014-10-07 08:51:00.252,15063,N,0,0,0
2014-10-07 08:51:00.860,15215,N,0,0,0
2014-10-07 08:51:01.468,15367,N,0,0,0
2014-10-07 08:51:02.076,15519,N,0,0,0
2014-10-07 08:51:02.680,15670,N,0,0,0
2014-10-07 08:51:03.280,15820,N,0,0,0
2014-10-07 08:51:03.888,15972,N,0,0,0
2014-10-07 08:51:04.496,16124,N,0,0,0
2014-10-07 08:51:05.100,16275,N,0,0,0
2014-10-07 08:51:05.708,16427,N,0,0,0
2014-10-07 08:51:06.320,16580,N,0,0,0
2014-10-07 08:51:06.924,16731,N,0,0,0
2014-10-07 08:51:07.532,16883,N,0,0,0
2014-10-07 08:51:08.136,17034,N,0,0,0
2014-10-07 08:51:08.748,17187,N,0,0,0
2014-10-07 08:51:09.356,17339,N,0,0,0
2014-10-07 08:51:09.956,17489,N,0,0,0
2014-10-07 08:51:10.564,17641,N,0,0,0
2014-10-07 08:51:11.180,17795,N,0,0,0
2014-10-07 08:51:11.792,17948,N,0,0,0
2014-10-07 08:51:12.392,18098,N,0,0,0
2014-10-07 08:51:13.000,18250,N,0,0,0
2014-10-07 08:51:13.608,18402,N,0,0,0
2014-10-07 08:51:14.212,18553,N,0,0,0
2014-10-07 08:51:14.820,18705,N,0,0,0
2014-10-07 08:51:15.432,18858,N,0,0,0
